,Actual
1286,3765.705389375967
1287,3778.98500085955
1288,3752.676336599622
1289,3759.441421695032
1290,3771.969357056902
1291,3763.700919718068
1292,3726.8687897541686
1293,3733.6338748495787
1294,3760.1930978167443
1295,3816.067689530686
1296,3817.5710417741107
1297,3809.8037218497507
1298,3805.544223826715
1299,3813.3115437510746
1300,3697.302862300155
1301,3755.4324823792335
1302,3680.2648702080114
1303,3736.3900206291905
1304,3790.5107013924703
1305,3794.2690820010316
1306,3820.577746260959
1307,3842.376353790614
1308,3865.6783135636924
1309,3875.9512205604265
1310,3862.922167784081
1311,3869.4366941722537
1312,3887.727479800584
1313,3916.040613718412
1314,3895.244241017707
1315,3891.485860409146
1316,3881.4635121196493
1317,3871.691722537391
1318,3844.3808234485127
1319,3850.394232422211
1320,3885.22189272821
1321,3792.765729757607
1322,3800.2824909747296
1323,3865.1771961492177
1324,3845.6336169847
1325,3798.0274626095925
1326,3731.3788464844424
1327,3807.7992521918513
1328,3807.2981347773766
1329,3847.6380866425993
1330,3866.6805483926423
1331,3905.0160305999657
1332,3906.7699415506277
1333,3918.0450833763107
1334,3930.823577445419
1335,3933.830281932267
1336,3881.7140708268867
1337,3889.481390751246
1338,3906.7699415506277
1339,3871.691722537391
1340,3865.9288722709302
1341,3878.707366340038
1342,3914.036144060512
1343,3937.8392212480658
1344,3925.8124033006707
1345,3946.358217294138
1346,3976.425262162627
1347,4042.5727608733023
1348,4037.812145435792
1349,4043.8255544094895
1350,4062.3668987450574
1351,4086.6710933470863
1352,4095.9417655148704
1353,4109.47193570569
1354,4093.185619735259
1355,4138.035628330755
1356,4156.326413959086
1357,4128.7649561629705
1358,4104.961878975417
1359,4139.2884218669415
1360,4102.456291903043
1361,4155.324179130136
1362,4157.579207495272
1363,4159.8342358604095
1364,4158.3308836169845
1365,4179.12725631769
1366,4146.805183084064
1367,4163.342057761733
1368,4119.494283995186
1369,4138.536745745229
1370,4157.328648788035
1371,4202.679774798005
1372,4174.867758294654
1373,4112.478640192539
1374,4038.5638215575036
1375,4101.955174488568
1376,4145.552389547877
1377,4131.521101942582
1378,4122.751547189273
1379,4070.3847773766547
1380,4136.031158672856
1381,4129.767190991921
1382,4176.120551830841
1383,4161.588146811071
1384,4167.852114492006
1385,4173.36440605123
1386,4184.639547876913
1387,4167.100438370294
1388,4174.366640880179
1389,4176.872227952553
1390,4169.104908028194
1391,4204.9348031631425
1392,4196.916924531545
1393,4204.433685748668
1394,4194.912454873646
1395,4212.201005673027
1396,4215.708827574352
1397,4220.469443011862
1398,4223.2255887914735
1399,4205.435920577617
1400,4204.684244455905
1401,4158.581442324222
1402,4196.4158071170705
1403,4224.47838232766
1404,4223.726706205948
1405,4242.2680505415165
1406,4255.798220732337
1407,4264.06665807117
1408,4267.07336255802
1409,4274.84068248238
1410,4293.13146811071
1411,4328.710804538422
1412,4327.207452294997
1413,4319.690691077875
1414,4336.979241877257
1415,4291.126998452811
1416,4344.746561801616
1417,4361.032877772048
1418,4352.513881725976
1419,4352.263323018738
1420,4333.220861268695
1421,4304.657168643631
1422,4218.966090768437
1423,4307.9144318377175
1424,4331.216391610796
1425,4343.243209558192
1426,4390.849363933298
1427,4396.612214199759
1428,4371.806902183256
1429,4387.341542031975
1430,4400.8717122227945
1431,4371.055226061544
1432,4366.545169331271
1433,4396.612214199759
1434,4387.090983324737
1435,4401.873947051745
1436,4411.89629534124
1437,4413.149088877428
1438,4413.90076499914
1439,4423.672554581399
1440,4439.708311844593
1441,4444.970044696579
1442,4453.48904074265
1443,4419.663615265601
1444,4403.377299295168
1445,4388.844894275399
1446,4425.42646553206
1447,4466.016976104521
1448,4470.276474127557
1449,4483.054968196664
1450,4454.240716864363
1451,4493.828992607873
1452,4514.124247894102
1453,4507.108604091455
1454,4507.609721505931
1455,4513.372571772391
1456,4521.390450403987
1457,4530.661122571772
1458,4505.855810555268
1459,4496.0840209730095
1460,4489.0683771703625
1461,4451.484571084751
1462,4444.970044696579
1463,4425.42646553206
1464,4472.280943785456
1465,4463.260830324909
1466,4423.171437166924
1467,4324.952423929861
1468,4356.021703627299
1469,4385.086513666838
1470,4439.708311844593
1471,4445.220603403816
1472,4434.6971376998445
1473,4348.7555011174145
1474,4352.263323018738
1475,4313.176164689703
1476,4347.25214887399
1477,4286.867500429775
1478,4343.243209558192
1479,4337.229800584494
1480,4386.589865910262
1481,4379.824780814853
1482,4356.021703627299
1483,4329.963598074609
1484,4343.994885679904
1485,4419.663615265601
1486,4456.746303936737
1487,4469.02368059137
1488,4500.3435189960455
1489,4519.135422038851
1490,4531.663357400722
1491,4531.663357400722
1492,4553.712523637614
1493,4572.253867973182
1494,4551.708053979714
1495,4572.754985387656
1496,4586.786272992951
1497,4597.309738696922
1498,4618.85778751934
1499,4647.6720388516405
1500,4658.696621970087
1501,4686.258079766202
1502,4688.763666838577
1503,4672.978468282619
1504,4631.135164173973
1505,4642.159747292419
1506,4674.231261818806
1507,4670.723439917483
1508,4698.03433900636
1509,4685.50640364449
1510,4696.781545470173
1511,4689.515342960288
1512,4702.043278322159
1513,4679.994112085267
1514,4692.271488739901
1515,4701.2916022004465
1516,4574.508896338318
1517,4655.188800068764
1518,4570.750515729757
1519,4551.206936565239
1520,4584.781803335052
1521,4504.85357572632
1522,4591.2963297232245
1523,4671.224557331958
1524,4690.517577789238
1525,4671.725674746433
1526,4699.03657383531
1527,4677.989642427368
1528,4628.128459687124
1529,4686.258079766202
1530,4667.215618016159
1531,4625.622872614749
1532,4549.954143029052
1533,4628.379018394361
1534,4680.244670792505
1535,4728.853059996562
1536,4778.463684029568
1537,4785.980445246691
1538,4793.497206463812
1539,4782.973740759841
1540,4777.210890493381
1541,4781.219829809179
1542,4794.749999999999
1543,4713.56897885508
1544,4692.772606154374
1545,4677.989642427368
1546,4641.909188585181
1547,4702.293837029396
1548,4718.580152999828
1549,4661.953885164174
1550,4655.188800068764
1551,4656.942711019425
1552,4565.739341585009
1553,4548.450790785628
1554,4499.090725459859
1555,4408.6390321471545
1556,4360.0306429430975
1557,4364.791258380609
1558,4334.223096097645
1559,4335.475889633832
1560,4396.612214199759
1561,4488.066142341412
1562,4533.417268351383
1563,4583.779568506102
1564,4481.050498538765
1565,4514.875924015815
1566,4482.804409489428
1567,4512.119778236203
1568,4575.511131167268
1569,4489.820053292075
1570,4406.133445074781
1571,4402.124505758981
1572,4454.741834278838
1573,4478.043794051916
1574,4385.587631081314
1575,4354.518351383876
1576,4291.126998452811
1577,4308.415549252191
1578,4226.7334106927965
1579,4265.820569021833
1580,4374.563047962867
1581,4341.238739900293
1582,4292.3797919889985
1583,4392.352716176723
1584,4348.7555011174145
1585,4309.668342788379
1586,4217.963855939488
1587,4179.878932439402
1588,4290.876439745573
1589,4252.54095753825
1590,4215.708827574352
1591,4175.619434416366
1592,4263.816099363933
1593,4330.214156781846
1594,4407.386238610968
1595,4464.513623861096
1596,4447.225073061715
1597,4518.383745917138
1598,4473.78429602888
1599,4512.620895650679
1600,4527.403859377686
1601,4569.247163486333
1602,4636.647455733196
1603,4593.801916795598
1604,4563.484313219872
1605,4526.90274196321
1606,4579.770629190304
1607,4528.406094206635
1608,4487.815583634176
1609,4522.8938026474125
1610,4507.108604091455
1611,4423.171437166924
1612,4396.361655492521
1613,4457.497980058449
1614,4410.142384390579
1615,4382.079809179989
1616,4468.522563176895
1617,4475.287648272305
1618,4403.878416709644
1619,4307.413314423242
1620,4300.147111913358
1621,4197.668600653257
1622,4199.923629018394
1623,4293.13146811071
1624,4157.078090080798
1625,4133.275012893244
1626,4168.603790613718
1627,4300.397670620595
1628,4131.77166064982
1629,4125.758251676122
1630,3998.9755458139934
1631,3997.973310985044
1632,3947.3604521230873
1633,3908.0227350868145
1634,4029.042590682482
1635,4012.756274712051
1636,4091.431708784597
1637,3926.81463812962
1638,3917.543965961836
1639,3892.98921265257
1640,3969.660177067217
1641,3951.1188327316486
1642,3992.962136840296
1643,4075.64651022864
1644,4156.82753137356
1645,4187.395693656524
1646,4151.816357228812
1647,4129.516632284683
1648,4173.113847343992
1649,4113.981992435964
1650,4129.767190991921
1651,4167.852114492006
1652,4131.270543235344
1653,4044.577230531202
1654,3929.5707839092315
1655,3749.669632112773
1656,3747.4146037476366
1657,3809.0520457280386
1658,3665.9830238954787
1659,3694.0455991060685
1660,3722.8598504383704
1661,3781.490587931924
1662,3777.231089908888
1663,3801.7858432181533
1664,3910.778880866426
1665,3913.785585353275
1666,3835.110151280729
1667,3826.0900378201823
1668,3791.2623775141824
1669,3836.864062231391
1670,3820.577746260959
1671,3834.358475159017
1672,3869.4366941722537
1673,3911.0294395736637
1674,3917.2934072545986
1675,3860.416580711707
1676,3818.8238353102975
1677,3815.3160134089735
1678,3798.27802131683
1679,3865.1771961492177
1680,3835.861827402441
1681,3948.863804366512
1682,3976.425262162627
1683,3999.977780642943
1684,3961.892857142857
1685,3964.6490029224688
1686,3928.0674316658074
1687,4045.0783479456763
1688,4079.1543321299637
1689,4148.057976620251
1690,4127.261603919546
1691,4114.984227264913
1692,4176.872227952553
1693,4156.576972666323
1694,4148.057976620251
1695,4152.568033350524
1696,4128.7649561629705
1697,4220.469443011862
1698,4214.456034038164
1699,4285.113589479113
1700,4307.66387313048
1701,4315.180634347602
1702,4289.623646209387
1703,4301.399905449544
1704,4239.261346054667
1705,4139.789539281416
1706,4145.30183084064
1707,4159.082559738697
1708,4198.42027677497
1709,4073.140923156266
1710,4058.357959429259
1711,3996.4699587416194
1712,3986.698169159361
1713,3954.6266546329725
1714,3913.785585353275
1715,3943.6020715145264
1716,3921.3023465703973
1717,3989.9554323534467
1718,4010.250687639677
1719,4101.955174488568
1720,4135.028923843906
1721,3954.87721334021
1722,3954.376095925735
1723,3921.5529052776346
1724,3898.0003867973182
1725,3923.0562575210593
1726,3890.984742994671
1727,3827.593390063607
1728,3799.530814853017
1729,3713.0880608561115
1730,3687.7816314251336
1731,3665.732465188242
1732,3753.1774540140964
1733,3658.4662626783565
1734,3627.3969829809184
1735,3704.8196235172773
1736,3800.5330496819665
1737,3816.5688069451608
1738,3770.466004813478
1739,3767.4593003266286
1740,3652.703412411896
1741,3640.927153171738
1742,3605.848934158501
1743,3607.3522864019255
1744,3691.0388946192193
1745,3608.85563864535
1746,3703.56682998109
1747,3735.6383445074785
1748,3704.0679473955647
1749,3679.7637527935362
1750,3773.4727093003266
1751,3818.8238353102975
1752,3878.206248925563
1753,3857.910993639333
1754,3833.1056816228297
1755,3917.543965961836
1756,3898.501504211793
1757,3923.306816228296
1758,3900.0048564552176
1759,3806.5464586556645
1760,3762.9492435963557
1761,3809.0520457280386
1762,3853.4009369090595
1763,3872.6939573663403
1764,3793.2668471720817
1765,4012.756274712051
1766,4039.816615093691
1767,4015.7629791988998
1768,4036.809910606842
1769,4015.261861784425
1770,4002.4833677153174
1771,4012.5057160048136
1772,3997.973310985044
1773,4051.592874333849
1774,4080.6576843733883
1775,4084.9171823964243
1776,4073.892599277978
1777,4011.2529224686264
1778,4002.7339264225543
1779,4134.277247722193
1780,4119.744842702424
1781,4106.214672511604
1782,4046.581700189101
1783,3984.1925820869865
1784,3973.418557675778
1785,4003.7361612515047
1786,3971.9152054323536
1787,4027.2886797318206
1788,4061.1141052088706
1789,4045.830024067389
1790,3929.5707839092315
1791,3879.2084837545126
1792,3848.8908801787866
1793,3860.6671394189448
1794,3921.3023465703973
1795,3854.904289152484
1796,3875.4501031459517
1797,3863.172726491319
1798,3817.3204830668733
1799,3876.452337974901
1800,3875.1995444387144
1801,3850.394232422211
1802,3878.4568076328
1803,3839.87076671824
1804,3921.0517878631595
1805,3920.801229155922
1806,3948.6132456592745
1807,3999.727221935706
1808,4010.250687639677
1809,4026.537003610108
1810,4017.266331442324
1811,4016.5146553206123
1812,3953.123302389548
1813,3927.566314251332
1814,3995.46772391267
1815,4044.577230531202
1816,4046.3311414818636
1817,4037.0604693140795
1818,4075.395951521403
1819,4091.6822674918344
1820,4047.3333763108135
1821,4093.4361784424964
1822,4150.313004985388
1823,4172.612729929517
1824,4153.820826886711
1825,4131.019984528108
1826,4174.116082172942
1827,4140.290656695892
1828,4105.4629963898915
1829,4107.216907340554
1830,4157.328648788035
1831,4148.809652741963
1832,4167.350997077531
1833,4103.458526731993
1834,4093.4361784424964
1835,4083.4138301529997
1836,4015.261861784425
1837,4016.013537906137
1838,4022.778623001547
1839,3981.93755372185
1840,3998.9755458139934
1841,3976.9263795771017
1842,3968.4073835310296
1843,3990.456549767922
1844,4060.111870379921
1845,4061.364663916108
1846,3997.221634863332
1847,4005.7406309094035
1848,3926.3135207151454
1849,3886.2241275571605
1850,3870.1883702939663
1851,3929.320225201994
1852,3900.255415162455
1853,3970.1612944816916
1854,4022.52806429431
1855,4014.0090682482382
1856,4065.624161939144
1857,4090.680032662885
1858,4147.306300498539
1859,4161.337588103834
1860,4140.7917741103665
1861,4122.250429774798
1862,4138.536745745229
1863,4147.055741791301
1864,4146.053506962352
1865,4125.006575554409
1866,4176.621669245315
1867,4179.628373732165
1868,4184.639547876913
1869,4186.894576242049
1870,4181.382284682826
1871,4161.588146811071
1872,4161.087029396596
1873,4187.395693656524
1874,4141.042332817604
1875,4103.959644146467
1876,4082.161036616813
1877,4156.82753137356
1878,4159.333118445934
1879,4143.046802475503
1880,4160.585911982122
1881,4153.069150764999
1882,4139.789539281416
1883,4156.576972666323
1884,4135.279482551143
1885,4178.876697610452
1886,4223.476147498711
1887,4206.187596699329
1888,4215.708827574352
1889,4167.100438370294
1890,4158.581442324222
1891,4166.599320955819
1892,4227.234528107272
1893,4221.722236548049
1894,4196.165248409833
1895,4239.762463469142
1896,4296.889848719271
1897,4288.3708526732
1898,4300.397670620595
1899,4281.355208870552
1900,4306.4110795942925
1901,4312.925605982466
1902,4399.36835997937
1903,4426.428700361011
1904,4433.19378545642
1905,4476.039324394017
1906,4467.520328347945
1907,4456.746303936737
1908,4438.9566357228805
1909,4418.410821729413
1910,4433.694902870895
1911,4396.862772906997
1912,4383.082044008939
1913,4423.171437166924
1914,4431.1893157985205
1915,4444.218368574867
1916,4491.072846828261
1917,4500.594077703284
1918,4499.090725459859
1919,4490.571729413787
1920,4453.238482035413
1921,4446.473396940003
1922,4453.739599449888
1923,4480.799939831528
1924,4518.133187209902
1925,4548.200232078391
1926,4543.940734055354
1927,4558.723697782362
1928,4591.797447137699
1929,4604.575941206807
1930,4575.010013752793
1931,4572.754985387656
1932,4592.298564552174
1933,4591.546888430462
1934,4593.050240673886
1935,4604.575941206807
1936,4573.0055440948945
1937,4615.349965618016
1938,4623.367844249613
1939,4607.081528279182
1940,4592.79968196665
1941,4584.2806859205775
1942,4557.721462953412
1943,4575.7616898745055
1944,4551.457495272477
1945,4542.186823104693
1946,4565.2382241705345
1947,4510.115308578304
1948,4476.791000515729
1949,4435.4488138215565
1950,4436.952166064982
1951,4466.5180935189965
1952,4456.495745229499
1953,4533.166709644146
1954,4439.958870551831
1955,4469.524798005844
1956,4501.345753824995
1957,4565.989900292246
1958,4585.533479456764
1959,4576.26280728898
1960,4577.515600825167
1961,4558.473139075124
1962,4527.403859377686
1963,4514.875924015815
1964,4521.390450403987
1965,4546.195762420491
1966,4522.392685232938
1967,4530.661122571772
1968,4566.491017706721
1969,4573.0055440948945
1970,4556.7192281244625
1971,4509.363632456592
1972,4507.609721505931
1973,4513.873689186866
1974,4503.600782190131
1975,4512.119778236203
1976,4511.117543407255
